ID,カテゴリ,問題,正答,誤答1,誤答2,誤答3,解説
540,AIの社会実装に向けて,本番運用中のAIで時間の経過とともに性能が低下する主な原因として最も適切なものはどれか。,入力データや正解との関係の分布が学習時から変化すること,モデルのパラメータ数を削減したこと,推論に利用するGPUを増やしたこと,学習率を固定したこと,本番環境では、ユーザー行動、市場環境、センサー条件などが時間とともに変化し、学習時と本番時のデータ分布が異なることがある。入力データの分布が変わる現象はデータドリフト、入力と正解の関係が変わる現象はコンセプトドリフトと呼ばれる。こうした変化によってモデルの性能が低下するため、本番運用では継続的なモニタリングと必要に応じた再学習が重要となる。
541,人工知能をめぐる動向,2012年のILSVRCで従来手法を大きく上回る性能を示し、深層学習ブームの大きな転換点となったモデルはどれか。,AlexNet,VGGNet,ResNet,LeNet,AlexNetは2012年のILSVRCで従来の画像認識手法を大きく上回る性能を示し、深層学習が画像認識に有効であることを広く示した。GPUによる並列計算、ReLU、データ拡張、Dropoutなどが採用されていた。VGGNetは2014年、ResNetは2015年に注目されたモデルであり、LeNetは1990年代に提案された初期のCNNである。AlexNetの成功は第3次AIブームを加速させる重要な出来事となった。
542,人工知能をめぐる動向,AlphaGoで、自己対戦を通じて方策を改善していく学習方式として最も適切なものはどれか。,強化学習,教師あり学習,教師なし学習,転移学習,強化学習は、エージェントが環境内で行動し、その結果得られる報酬を最大化するように方策を改善する学習方式である。AlphaGoでは、人間の棋譜を用いた教師あり学習で方策ネットワークを初期化した後、自己対戦による強化学習でさらに方策を改善した。また、自己対戦データから価値ネットワークも学習した。したがってAlphaGo全体が自己対戦だけで学習したわけではないが、自己対戦を通じた戦略改善には強化学習が用いられた。
543,人工知能をめぐる動向,Transformerが従来のRNNベース手法と比べて持つ最大の構造的特徴として最も適切なものはどれか。,Self-Attentionによって系列内の要素間の関係を直接計算し、並列処理しやすい,再帰的な隠れ状態を用いて系列を逐次処理する,畳み込みフィルタだけを用いて局所的な系列情報を処理する,過去の隠れ状態だけを使って長距離依存関係を保持する,Self-Attentionは系列内の各要素間の関係を直接計算するため、RNNのように前の時刻の隠れ状態を順番に計算する必要がない。このため学習時に系列を並列処理しやすく、GPUなどの並列計算能力を活用しやすい。また、離れた位置のトークン同士の依存関係も直接扱える。再帰的な隠れ状態による逐次処理はRNNの特徴であり、Transformerの中心構造とは異なる。
544,人工知能をめぐる動向,GPTシリーズの性能向上における重要な設計思想として最も適切なものはどれか。,Transformerを基盤に、モデル規模・学習データ・計算量を大規模化する,モデル規模を固定し、タスクごとの手作業ルールを増やす,事前学習を行わず、各タスク専用モデルをゼロから構築する,Transformerの層数と学習データ量を減らして単純化する,GPTシリーズではTransformerを基盤とし、大規模な事前学習を行いながら、モデルのパラメータ数、学習データ量、計算資源を拡大するスケーリングが性能向上の重要な要素となってきた。大規模な自己教師あり学習によって汎用的な言語能力や知識を獲得し、プロンプトや追加学習を通じて多様なタスクへ適応できる。手作業ルールを増やす従来型のルールベースAIとは設計思想が大きく異なる。
546,ディープラーニングの概要,ディープラーニングにおける「特徴量の自動抽出」の本質として最も適切なものはどれか。,低レベルな特徴から高レベルな特徴まで階層的に表現を学習する,不要な入力データを自動的に削除する,人間が設定した特徴抽出ルールを固定して利用する,すべての入力を一つの値へ圧縮する,ディープラーニングでは、複数の層を通して特徴表現を階層的に学習する。画像認識では、浅い層でエッジや色などの低レベル特徴を学習し、深い層ではそれらを組み合わせて物体の部品や物体全体など、より抽象的な特徴を表現する。これにより、人間がすべての特徴量を手作業で設計する必要を減らせる。ただし、前処理やモデル設計そのものが完全に不要になるわけではない。
547,ディープラーニングの概要,ニューラルネットワークの学習における目的関数の主な役割として最も適切なものはどれか。,モデルの予測と目標とのずれを数値化し、最適化の基準を与える,入力特徴量を自動的に削除する,新しい学習データを生成する,モデルのパラメータ数を自動的に削減する,目的関数は、モデルの学習で何を良い状態とみなすかを数値的に定義する関数である。教師あり学習では、予測と正解のずれを表す損失関数が中心となり、回帰では平均二乗誤差、分類では交差エントロピーなどが利用される。最適化アルゴリズムは、この目的関数を小さくする方向へモデルのパラメータを更新する。正則化項などを加えたものを目的関数として扱う場合もある。
548,ディープラーニングの概要,誤差逆伝播法が依存している数学的原理として最も適切なものはどれか。,微分の連鎖律,積分の部分積分,フーリエ変換,ベイズの定理,誤差逆伝播法は、複数の関数が合成されたニューラルネットワークに対して、微分の連鎖律を利用しながら損失関数の各パラメータに対する勾配を効率的に計算する方法である。出力層側から入力層側へ計算結果を再利用しながら勾配を伝えるため、大量のパラメータを持つネットワークでも効率的に微分できる。求めた勾配はSGDやAdamなどの最適化アルゴリズムで重み更新に利用される。
549,ディープラーニングの概要,ニューラルネットワークに活性化関数を導入する主な理由はどれか。,非線形性を導入し、複雑な関数を表現可能にする,重みの大きさにペナルティを加えて過学習を抑える,各層の中間表現を正規化して学習を安定させる,学習時に一部のユニットを無効化して過学習を抑える,活性化関数はニューラルネットワークに非線形性を導入する役割を持つ。活性化関数を使わず線形変換だけを何層重ねても、ネットワーク全体は一つの線形変換と同等となり、複雑な非線形関係を表現できない。ReLU、Sigmoid、tanhなどが代表的な活性化関数である。重みにペナルティを加えるのは正則化、中間表現を正規化するのはBatch Normalization、一部のユニットを無効化するのはDropoutである。
550,ディープラーニングの概要,CNNでは一般に、層が深くなるほどどのような特徴を抽出するようになるか。,より抽象度の高い特徴,入力画像の画素値そのものだけ,ランダムなノイズだけ,すべての層で同じ特徴,CNNでは、浅い層でエッジ、色、単純な模様など低レベルな特徴を学習し、層が深くなるにつれて、それらを組み合わせた物体の部品や物体全体など、より抽象度の高い特徴を表現するようになる。この階層的特徴学習がCNNの大きな特徴である。ただし、深い層になるほど必ず有用な特徴になるとは限らず、適切な学習や正則化が必要となる。
551,ディープラーニングの要素技術,Dropoutの学習時の動作として最も適切なものはどれか。,一定確率で一部のニューロンをランダムに無効化する,すべてのニューロンの重みを固定する,大きな重みだけを完全に削除する,入力データを低次元に圧縮する,Dropoutは、ニューラルネットワークの学習時に一定の確率で一部のユニットをランダムに無効化する正則化手法である。特定のユニット同士が過度に依存することを抑え、多様なサブネットワークを学習しているような効果を得ることで汎化性能の向上を狙う。推論時は通常、全ユニットを利用し、学習時との期待値が合うようスケーリングを行う。重みそのものを恒久的に削除する手法ではない。
553,機械学習の概要,教師なし学習の特徴として最も適切なものはどれか。,正解ラベルのないデータから構造やパターンを発見する,正解ラベルを用いて入力から出力を予測する,環境から得られる報酬だけを用いて行動方策を学習する,すべての学習データに正解ラベルが必要である,教師なし学習は、正解ラベルが付与されていないデータから、データ内部の構造、類似性、潜在的なパターンなどを発見する学習方式である。代表例にはk-meansなどのクラスタリングやPCAなどの次元削減がある。正解ラベルを用いるのは教師あり学習、環境から得られる報酬を最大化する方策を学習するのは強化学習である。
555,AIの社会実装に向けて,モデルドリフトの説明として最も適切なものはどれか。,本番環境でデータ分布や入力と正解の関係が変化し、モデル性能が低下すること,モデルの計算速度が向上すること,モデル圧縮によって推論が軽量化すること,本番環境でも学習時と同じ性能が常に維持されること,モデルドリフトは、本番運用を続ける中で、モデルが学習した時点の前提と現実のデータや環境がずれ、性能が低下する現象である。入力データの分布が変わるデータドリフトや、入力と正解の関係が変わるコンセプトドリフトなどがある。ユーザー行動、市場環境、季節性などの変化によって発生するため、本番環境では継続的なモニタリングと必要に応じた再学習が重要となる。
556,人工知能をめぐる動向,ある企業が画像認識精度向上のためにCNNを導入したところ、従来の手法より大幅に改善した。この成功要因として最も適切なものはどれか。,局所特徴を畳み込みと重み共有によって効率的に抽出できること,画像内の各位置に完全に独立した重みを割り当てること,画像を時系列データとして順番に処理すること,画像全体を最初に一つの特徴量へ圧縮すること,CNN（Convolutional Neural Network）は、画像の局所領域にフィルタを適用する畳み込みによって、エッジ、模様、形状などの特徴を抽出する。さらに、同じフィルタを画像内の複数位置で共有する重み共有により、全結合ネットワークと比べてパラメータ数を抑えながら空間構造を効率的に学習できる。浅い層ではエッジなどの低レベル特徴、深い層では物体の部品や物体全体などの抽象的特徴を学習する。この局所性と重み共有が画像認識でCNNが高い性能を発揮しやすい主な理由である。
557,人工知能をめぐる動向,2017年のTransformer論文で提案されたSelf-Attentionの利点として最も適切なものはどれか。,系列内の各要素間の依存関係を直接計算でき、学習を並列化しやすい,過去の隠れ状態を順番に引き継ぐことで系列情報を保持できる,局所的な畳み込みフィルタだけで系列の関係を表現できる,単語間の依存関係を人間があらかじめルールとして定義できる,Self-Attentionは、系列内の各トークンが他のトークンとどの程度関連しているかを直接計算する仕組みである。RNNのように前の時刻の隠れ状態を計算してから次へ進む必要がないため、学習時に系列を並列処理しやすい。また、離れた位置のトークン同士の関係も直接計算できるため、長距離依存関係を扱いやすい。局所的な領域を主に扱うCNNや、逐次処理を行うRNNとは構造的な特徴が異なる。
558,人工知能をめぐる動向,BERTが従来の単方向言語モデルと比べて画期的とされた理由として最も適切なものはどれか。,左右両方向の文脈を利用してトークン表現を学習できる,左側の文脈だけを使って次の単語を予測する,右側の文脈だけを使って系列を逆向きに生成する,文章全体を一つの固定ベクトルに圧縮して学習する,BERTはMasked Language Modelを用い、文章中の一部のトークンを隠して、そのトークンを左右両側の文脈から予測するように学習する。このため、対象トークンより前の情報だけでなく後ろの情報も利用した双方向の文脈表現を獲得できる。従来の自己回帰型言語モデルでは基本的に一方向の文脈を利用するため、この双方向性はBERTの重要な特徴である。また、BERTではNext Sentence Predictionも元の事前学習課題として利用された。
559,人工知能をめぐる動向,AlphaGoにおいて価値ネットワークの役割として最も適切なものはどれか。,現在の局面から最終的な勝敗の見込みを評価する,現在の局面から各着手の選択確率を出力する,探索したすべての局面を同じ価値として評価する,盤面を複数のクラスタに分割する,AlphaGoの価値ネットワークは、現在の盤面状態から最終的に勝利する見込み、すなわち局面の価値を推定する役割を持つ。一方、方策ネットワークは現在の局面から有望な次の手の確率分布を出力する。この2種類のニューラルネットワークをモンテカルロ木探索（MCTS）と組み合わせることで、AlphaGoは有望な手を効率的に探索しつつ、各局面の良し悪しを評価できるようにした。
562,ディープラーニングの概要,誤差逆伝播法が多数のパラメータを持つニューラルネットワークでも効率的に勾配を計算できる理由として最も適切なものはどれか。,連鎖律を用い、中間の微分計算結果を再利用しながら勾配を求める,各パラメータを一つずつ変化させて数値微分する,すべてのパラメータの組み合わせについて損失を計算する,勾配を計算せずランダムにパラメータを更新する,誤差逆伝播法（Backpropagation）は、合成関数の微分における連鎖律を利用し、出力側から入力側へ計算グラフを逆向きにたどりながら各パラメータの勾配を求める。途中で求めた微分結果を再利用できるため、各パラメータを個別に変化させる数値微分より大幅に効率が良い。誤差逆伝播法が求めるのは勾配であり、その勾配を用いて実際にパラメータを更新するのはSGDやAdamなどの最適化アルゴリズムである。
563,ディープラーニングの概要,ニューラルネットワークで活性化関数を使用する主な目的として最も適切なものはどれか。,非線形性を導入して複雑な関数を表現可能にする,各層の入力値を平均0・分散1に変換する,モデルの重みにペナルティを与えて過学習を抑える,学習時に一部のニューロンをランダムに無効化する,活性化関数は、ニューラルネットワークに非線形性を導入する役割を持つ。活性化関数を使わず線形変換だけを何層重ねても、ネットワーク全体は一つの線形変換と同等になり、複雑な非線形関係を学習できない。代表的な活性化関数にはReLU、Sigmoid、tanhなどがある。入力値の正規化はBatch Normalization、重みにペナルティを与えるのは正則化、ニューロンを無効化するのはDropoutの役割である。
564,ディープラーニングの概要,CNNでは、一般にネットワークの層が深くなるにつれてどのような特徴を抽出するようになるか。,より抽象度の高い特徴,入力画像の画素値そのものだけ,ランダムなノイズ,すべての層で同一の特徴,CNNでは一般に、浅い層でエッジ、色、単純な模様などの低レベル特徴を抽出し、層が深くなるにつれて、それらを組み合わせた物体の部品や物体全体などの高レベルで抽象的な特徴を学習する。このような階層的特徴学習がCNNの大きな特徴である。ただし、ネットワークを深くすれば必ず性能が上がるわけではなく、過学習や勾配消失、計算量増加などへの対策も必要となる。
565,ディープラーニングの概要,LSTMのゲート構造の目的として最も適切なものはどれか。,系列中の情報を保持・更新・忘却する量を制御する,系列内のすべての情報を常に同じ割合で保持する,各時刻で過去の情報をすべて初期化する,各時刻の入力を互いに完全に独立して処理する,LSTM（Long Short-Term Memory）は、従来のRNNで長い系列を扱う際に生じやすい勾配消失を緩和し、長期依存関係を学習しやすくするために設計された。忘却ゲートは過去の情報をどの程度保持するか、入力ゲートは新しい情報をどの程度記憶するか、出力ゲートは内部状態をどの程度出力へ反映するかを制御する。これにより、不要な情報を忘れながら必要な情報を長期間保持しやすくなる。
567,ディープラーニングの要素技術,Word2Vecの学習目的として最も適切なものはどれか。,単語を密なベクトルで表現し、意味的・文法的な関係を捉える,単語ごとに互いに独立したOne-hot表現を固定する,文章内の単語の出現回数だけを保存する,単語間の意味関係を人間が規則として定義する,Word2Vecは、単語を低次元の密なベクトルとして表現する分散表現を学習する手法である。代表的な方式には、周辺単語から中心単語を予測するCBOWと、中心単語から周辺単語を予測するSkip-gramがある。似た文脈で使われる単語がベクトル空間上で近くなるように学習されるため、単語間の意味的・文法的な関係を捉えられる。One-hot表現では単語同士の意味的な近さを直接表現できない。
568,機械学習の概要,教師あり学習の特徴として最も適切なものはどれか。,入力データとそれに対応する正解ラベルを用いて学習する,正解ラベルを用いずデータの構造を発見する,環境から得られる報酬だけを用いて方策を学習する,学習データの正解をモデル自身が毎回生成する,教師あり学習は、入力データとそれに対応する正解ラベルの組を用いて、入力から正解を予測できるようにモデルを学習する方法である。分類ではカテゴリラベル、回帰では連続値が教師情報として与えられる。これに対し、教師なし学習では正解ラベルを使わずデータ内部の構造を発見し、強化学習では環境から得られる報酬を最大化する行動方策を学習する。
570,機械学習の概要,交差検証を利用する主な利点として最も適切なものはどれか。,複数のデータ分割で評価することで、分割の偶然性を抑えて汎化性能を評価できる,すべてのデータを学習専用に使えるため評価データが不要になる,一度だけデータを分割することで計算量を最小化できる,モデルの予測精度を必ず向上させることができる,交差検証（Cross Validation）は、データを複数の部分に分割し、学習用と検証用の役割を入れ替えながら複数回モデルを評価する方法である。代表的なk分割交差検証では、データをk個に分け、1つを検証用、残りを学習用としてk回評価する。単一のホールドアウト分割よりも特定のデータ分割による偶然の影響を抑えやすく、限られたデータを有効活用しながら汎化性能を評価できる。ただし、評価回数が増えるため計算コストは高くなる。
571,AI倫理・AIガバナンス,AIの説明可能性が重要とされる理由として最も適切なものはどれか。,判断の信頼性・透明性・説明責任を確保するため,推論速度を必ず向上させるため,モデルサイズを小さくするため,学習データを自動的に匿名化するため,説明可能性（Explainability）は、AIがなぜその予測や判断を行ったのかを人間が理解できるようにする性質である。医療、金融、採用など重要な意思決定でAIを利用する場合、出力だけでなく判断根拠を確認できることが、利用者の信頼、妥当性の検証、問題発生時の説明責任につながる。説明可能性を高めても必ず精度や速度が向上するわけではなく、モデル圧縮や匿名化を目的とする概念でもない。
572,AI倫理・AIガバナンス,フェデレーテッドラーニング（Federated Learning）の利点として最も適切なものはどれか。,元データを各端末や組織に保持したまま分散学習できる,すべての生データを中央サーバへ集約して学習できる,学習データを完全に削除してもモデルを学習できる,教師なし学習に限定することでプライバシーを保証できる,フェデレーテッドラーニングは、スマートフォンや医療機関など複数の端末・組織が持つ生データを中央サーバへ集約せず、各場所でモデルを学習し、その更新情報などを集約する分散学習手法である。生データを外部へ送らずに学習できるため、プライバシー保護やデータ共有制約への対応に有効である。ただし、モデル更新情報から情報が漏れる可能性もあるため、差分プライバシーやSecure Aggregationなど追加の保護技術が利用される場合もある。
573,AIの社会実装に向けて,本番環境でモデルドリフトが発生する主な原因として最も適切なものはどれか。,学習時と本番時でデータ分布や入力と正解の関係が変化すること,推論処理の計算速度が向上すること,モデル圧縮によってパラメータ数が減ること,特徴量を標準化すること,モデルドリフトは、本番運用中にモデルが学習した時点の前提と現実のデータや環境との間にずれが生じ、性能が低下する現象である。入力データの分布が変化するデータドリフトや、入力と正解の対応関係が変化するコンセプトドリフトなどが原因となる。ユーザー行動、季節、市場環境などは時間とともに変化するため、本番環境では継続的な監視と必要に応じた再学習が重要となる。
574,人工知能をめぐる動向,2012年のILSVRCで従来手法を大きく上回る画像認識性能を示し、深層学習ブームの大きな契機となったモデルは（　）である。,AlexNet,VGGNet,ResNet,LeNet,AlexNetは2012年のILSVRCで高い画像認識性能を示し、ディープラーニングの有効性を広く認識させる大きな契機となった。GPUによる並列計算、ReLU、データ拡張、Dropoutなどを活用した深いCNNである。VGGNetは2014年、ResNetは2015年に注目されたモデルで、LeNetはそれより以前に提案された初期のCNNである。AlexNetの成功は第3次AIブームの加速に大きく貢献した。
575,人工知能をめぐる動向,Transformerの核心技術であり、系列内の各トークン間の関係を直接計算する仕組みは（　）である。,Self-Attention,再帰型隠れ状態,畳み込み,Pooling,Self-Attentionは、系列内の各トークンが他のトークンとどの程度関連しているかを計算し、その重みに基づいて情報を集約する仕組みである。RNNのような逐次的な再帰計算を必要としないため、学習時に系列を並列処理しやすい。また、離れた位置のトークン同士の依存関係も直接扱える。TransformerではSelf-AttentionとPositional Encodingなどを組み合わせて系列情報を処理する。
576,人工知能をめぐる動向,BERTは（　）の文脈を利用して各トークンの表現を学習することを特徴とする。,左右両方向,左方向のみ,右方向のみ,文脈を利用しない,BERTはMasked Language Modelを用いて、文章中で隠されたトークンを左右両側の情報から予測する。そのため、ある単語より前の文脈だけではなく後ろの文脈も同時に利用した双方向の表現を学習できる。自己回帰型言語モデルのように一方向だけの文脈から次の単語を予測する方式とは異なる。この双方向性によって、文脈理解を必要とする多くの自然言語処理タスクで高い性能を示した。
577,人工知能をめぐる動向,AlphaGoで、AI自身が対局を繰り返して方策を改善する学習は（　）と呼ばれる。,自己対戦による強化学習,教師あり学習,クラスタリング,転移学習,AlphaGoでは、人間の棋譜を用いた教師あり学習で方策ネットワークを学習した後、自己対戦による強化学習を用いて方策をさらに改善した。自己対戦では自分自身を相手に対局し、勝敗を報酬としてより勝ちやすい行動方策を学習する。また、自己対戦で生成された局面を利用して価値ネットワークの学習も行った。なお、AlphaGo Zeroでは人間の棋譜を用いず自己対戦から学習した点が大きな特徴である。
578,人工知能をめぐる動向,基盤モデルは、大規模なデータで事前学習することで、多様な下流タスクに適応できる（　）性を持つ。,汎用,単一タスク専用,局所,固定,基盤モデル（Foundation Model）は、大規模かつ多様なデータを用いて事前学習することで、特定の一つのタスクだけに限定されない汎用的な表現や知識を獲得する。その後、プロンプティング、ファインチューニング、PEFTなどを通じて、分類、生成、要約、質問応答など多様な下流タスクへ適応できる。言語だけでなく画像や音声を扱う基盤モデルも存在する。
579,ディープラーニングの概要,ディープラーニングは、入力から出力まで多数の層を重ねて階層的な特徴表現を学習する（　）を基盤とする。,多層ニューラルネットワーク,決定木,線形回帰,k-means,ディープラーニングは、多数の層を持つニューラルネットワークを用いて、入力データから特徴表現を階層的に学習する機械学習手法である。例えば画像認識では、浅い層でエッジや色などの低レベル特徴を学習し、深い層で物体の部品や物体全体など高レベルの特徴を学習する。多層化によって複雑な非線形関係を表現できる一方、学習には大量のデータや計算資源、適切な最適化手法などが必要となる。
580,ディープラーニングの概要,誤差逆伝播法は、ニューラルネットワークを構成する複数の関数の微分をつなぐ（　）を利用して勾配を計算する。,連鎖律,積の微分法,平均値の定理,ベイズの定理,誤差逆伝播法（Backpropagation）は、合成関数の微分における連鎖律を利用し、出力層側から入力層側へ損失関数の勾配を効率的に計算する手法である。ニューラルネットワークは複数の層からなる合成関数として表せるため、各層の微分を連鎖律によってつなぐことで、各重みやバイアスが損失にどの程度影響するかを求められる。求めた勾配はSGDやAdamなどの最適化アルゴリズムによるパラメータ更新に利用される。
581,ディープラーニングの概要,ニューラルネットワークに活性化関数を導入することで、モデルに（　）性を持たせることができる。,非線形,線形,可逆,離散,活性化関数の主な役割は、ニューラルネットワークに非線形性を導入することである。線形変換だけを何層重ねても、ネットワーク全体は一つの線形変換と同等になり、複雑な非線形関係を表現できない。ReLU、Sigmoid、tanhなどの活性化関数を用いることで、複雑な決定境界や入力と出力の関係を学習できるようになる。深いネットワークが高い表現力を持つために非線形性は不可欠な要素である。
582,ディープラーニングの概要,CNNは、画像から主にどのような特徴を抽出する処理に適しているか。,局所的な空間特徴,長期的な時系列特徴,データ全体の確率分布だけ,手作業で定義した論理規則,CNN（Convolutional Neural Network）は、小さなフィルタを画像の局所領域に適用する畳み込みによって、エッジ、線、模様、形状などの局所的な空間特徴を抽出する。さらに、同じフィルタを画像内の複数位置で共有することで、パラメータ数を抑えながら効率的に特徴を学習できる。浅い層では低レベルな局所特徴、深い層ではそれらを組み合わせたより抽象的な特徴を学習する。
583,ディープラーニングの概要,LSTMは、従来のRNNが苦手としていた（　）依存関係を学習しやすくするために設計された。,長期,短期,局所的な空間,線形,LSTM（Long Short-Term Memory）は、従来のRNNで長い系列を扱う際に生じやすい勾配消失を緩和し、長期依存関係を学習しやすくするために設計された。入力ゲート、忘却ゲート、出力ゲートなどを用いて、どの情報を記憶し、どの情報を忘れ、どの情報を出力するかを制御する。これにより、系列の前半にある情報を後半の予測に利用しやすくなる。
584,ディープラーニングの要素技術,Dropoutは、学習時に一部のニューロンをランダムに（　）することで過学習を抑える。,無効化,追加,固定,複製,Dropoutは、ニューラルネットワークの学習時に一定の確率で一部のユニットをランダムに無効化する正則化手法である。特定のユニット同士が過度に依存することを抑え、多数の異なるサブネットワークを学習しているような効果を得ることで汎化性能の向上を狙う。推論時には通常すべてのユニットを使用し、学習時との期待値が合うように出力を調整する。
585,ディープラーニングの要素技術,Batch Normalizationは、学習時に各層の中間表現を（　）することで学習を安定させる。,正規化,拡大,削除,離散化,Batch Normalizationは、学習時にミニバッチごとの平均と分散を用いて各層の中間表現を正規化し、その後に学習可能なスケールとシフトを適用する手法である。これにより各層に入力される値のスケールが極端に変化することを抑え、学習を安定させやすくする。比較的大きな学習率を使いやすくなり、収束が速くなる場合もある。初期には内部共変量シフトの抑制が主な説明とされたが、現在では効果の理由はそれだけではないと考えられている。
586,ディープラーニングの要素技術,Word2Vecは、単語を意味的・文法的な関係を表現できる（　）表現として学習する。,分散,One-hot,ルールベース,決定木,Word2Vecは、単語を低次元の密なベクトルとして表す分散表現を学習する手法である。似た文脈で使われる単語がベクトル空間上で近い位置になるように学習されるため、単語間の意味的・文法的な関係を捉えられる。代表的な学習方式には、周辺単語から中心単語を予測するCBOWと、中心単語から周辺単語を予測するSkip-gramがある。One-hot表現では単語同士の意味的な近さを直接表現できない。
587,機械学習の概要,教師あり学習は、入力データとそれに対応する（　）を用いてモデルを学習する。,正解ラベル,クラスタ中心,報酬,潜在変数,教師あり学習は、入力データと正解ラベルの組を用いて、入力から正解を予測できるようにモデルを学習する方法である。分類ではカテゴリラベル、回帰では連続値の目的変数が教師情報として与えられる。これに対し、教師なし学習では正解ラベルを用いずデータの構造を発見し、強化学習では環境から得られる報酬を最大化するように行動方策を学習する。
588,機械学習の概要,過学習は、モデルが訓練データに過度に適合し、未知データに対する（　）性能が低下する現象である。,汎化,訓練,最適化,圧縮,過学習（Overfitting）は、モデルが訓練データ中の本質的な規則だけでなく、ノイズや偶然のパターンにまで過度に適合し、未知データへの汎化性能が低下する現象である。訓練精度が非常に高い一方で、検証データやテストデータに対する精度が低い場合に疑われる。対策としてL1・L2正則化、Dropout、データ拡張、Early Stoppingなどが用いられる。
589,機械学習の概要,交差検証は、データを複数に分割して学習と評価を繰り返すことで、モデルの（　）性能を評価する手法である。,汎化,圧縮,生成,学習速度,交差検証（Cross Validation）は、データを複数の部分に分割し、学習用と検証用の役割を入れ替えながら複数回モデルを評価する手法である。代表的なk分割交差検証では、データをk個に分割し、1つを検証用、残りを学習用としてk回評価する。単一のデータ分割による偶然の影響を抑えやすく、未知データに対する汎化性能をより安定して評価できる。
590,AI倫理・AIガバナンス,AIの予測や判断の理由を人間が理解できるようにすることは、AIシステムの（　）性の向上につながる。,透明,高速,圧縮,生成,AIの説明可能性を高めることは、AIがどのような根拠で予測・判断したのかを関係者が理解できるようにし、システムの透明性を高めることにつながる。特に医療、金融、採用など社会的影響が大きい領域では、判断根拠を確認できることが信頼性、説明責任、問題発生時の原因分析に重要となる。透明性は説明可能性と密接に関係するが、モデルの速度や圧縮率を高める概念ではない。
591,AIの社会実装に向けて,モデルドリフトは、本番環境でデータ分布や入力と正解の関係が（　）することで発生する。,変化,固定,削除,圧縮,モデルドリフトは、本番運用を続ける中でモデルが学習した時点の前提と現実の環境との間にずれが生じ、予測性能が低下する現象である。入力データの分布が変化する場合はデータドリフト、入力と正解の関係そのものが変化する場合はコンセプトドリフトなどと呼ばれる。ユーザー行動、季節、市場環境などは時間とともに変化するため、継続的なモニタリングと再学習が重要となる。
592,人工知能をめぐる動向,2017年にTransformerを提案した代表的論文のタイトルは（　）である。,Attention Is All You Need,Deep Residual Learning for Image Recognition,ImageNet Classification with Deep Convolutional Neural Networks,Efficient Estimation of Word Representations in Vector Space,『Attention Is All You Need』は2017年に発表され、Transformerを提案した論文である。従来のRNNやCNNを主要な系列処理構造として使わず、Self-Attentionを中心に系列変換を行うアーキテクチャを示した。これにより学習時の並列処理がしやすくなり、離れたトークン間の依存関係も直接扱えるようになった。Deep Residual LearningはResNet、ImageNet Classification with Deep Convolutional Neural NetworksはAlexNet、Efficient Estimation of Word Representations in Vector SpaceはWord2Vecに関する論文である。
593,人工知能をめぐる動向,AlphaGoでニューラルネットワークと組み合わせて用いられた代表的な探索アルゴリズムは（　）である。,モンテカルロ木探索,ミニマックス法,A*探索,幅優先探索,AlphaGoは、方策ネットワークや価値ネットワークとモンテカルロ木探索（MCTS）を組み合わせた囲碁AIである。方策ネットワークによって有望な着手を絞り、価値ネットワークによって局面の勝ちやすさを評価し、その情報をMCTSの探索に利用することで広大な探索空間を効率的に探索した。MCTSはランダムシミュレーションと探索木の更新を組み合わせ、探索と活用のバランスを取りながら有望な手を探す。
594,人工知能をめぐる動向,GPTモデルの基盤となる主要なニューラルネットワーク構造は（　）アーキテクチャである。,Transformer,RNN,CNN,Autoencoder,GPTはTransformerを基盤とする自己回帰型言語モデルである。主にTransformerのDecoder系の構造を利用し、それまでのトークン列を入力として次のトークンを予測する形で学習する。Self-Attentionによって長距離の文脈を扱いやすく、大規模データを用いた事前学習とモデルのスケーリングによって幅広い言語能力を獲得する。RNNも過去の言語モデルでは広く利用されたが、GPTの基本構造はTransformerである。
595,人工知能をめぐる動向,基盤モデルは大規模データで事前学習することで、（　）な下流タスクへ適用可能となる。,多様,単一,固定,限定,基盤モデル（Foundation Model）は、大規模かつ多様なデータで事前学習し、汎用的な表現や知識を獲得するモデルである。その後、プロンプティング、ファインチューニング、PEFTなどを通じて、分類、要約、生成、質問応答など多様な下流タスクに適応できる。特定の一つのタスク専用にゼロから学習する従来型モデルとは異なり、幅広い用途へ転用できる点が特徴である。
596,人工知能をめぐる動向,ImageNetの主な役割は、大規模な（　）用画像データセットを提供し、画像認識研究を加速させたことである。,画像分類,音声認識,機械翻訳,強化学習,ImageNetは、多数のカテゴリに分類された大規模なラベル付き画像データセットであり、画像分類や物体認識研究の発展に大きく貢献した。ImageNetを用いたILSVRCでは共通のデータセットと評価基準でモデル性能を比較でき、2012年にはAlexNetが従来手法を大きく上回る性能を示した。これが深層学習への注目を高める大きな契機となった。
597,ディープラーニングの概要,基本的なニューラルネットワークは、入力層・隠れ層・（　）から構成される。,出力層,正規化層,圧縮層,注意層,基本的なニューラルネットワークは、入力データを受け取る入力層、特徴変換を行う1つ以上の隠れ層、最終的な予測結果を出力する出力層から構成される。隠れ層が多数存在するニューラルネットワークを用いた学習がディープラーニングである。Batch Normalization層やAttention層などが追加されるモデルもあるが、入力層・隠れ層・出力層という構成が基本となる。
